,location,location_counter,actor,line,neg,neu,pos,compound
728,INT. DEATH STAR - HALLWAY,126,LEIA,He certainly has courage.,0.0,0.263,0.737,0.6808
729,INT. DEATH STAR - HALLWAY,126,LUKE,What good will it do us if he gets himself killed? Come on!,0.256,0.588,0.155,-0.4389
730,INT. DEATH STAR - CENTRAL CORE SHAFT,128,LUKE,(gasping)I think we took a wrong turn.,0.383,0.617,0.0,-0.4767
731,INT. DEATH STAR - CENTRAL CORE SHAFT,128,LEIA,There's no lock!,0.555,0.445,0.0,-0.3595
732,INT. DEATH STAR - CENTRAL CORE SHAFT,128,LUKE,That oughta hold it for a while.,0.0,1.0,0.0,0.0
733,INT. DEATH STAR - CENTRAL CORE SHAFT,128,LEIA,"Quick, we've got to get across. Find the control that extends the bridge.",0.0,0.889,0.111,0.128
734,INT. DEATH STAR - CENTRAL CORE SHAFT,128,LUKE,"Oh, I think I just blasted it.",0.0,1.0,0.0,0.0
735,INT. DEATH STAR - CENTRAL CORE SHAFT,128,LEIA,They're coming through!,0.0,1.0,0.0,0.0
736,INT. DEATH STAR - CENTRAL CORE SHAFT,128,LUKE,"Here, hold this.",0.0,1.0,0.0,0.0
737,INT. DEATH STAR - CENTRAL CORE SHAFT,128,LEIA,Here they come!,0.0,1.0,0.0,0.0
738,INT. DEATH STAR - CENTRAL CORE SHAFT,128,LEIA,For luck!,0.0,0.233,0.767,0.5093
739,INT. DEATH STAR - MAIN FORWARD BAY,130,THREEPIO,Where could they be?,0.0,1.0,0.0,0.0
740,INT. DEATH STAR - CORRIDOR - BLAST SHIELDS DOOR,131,TROOPER,Close the blast doors!,0.0,1.0,0.0,0.0
741,INT. DEATH STAR - CORRIDOR - BLAST SHIELDS DOOR,131,TROOPER,Open the blast doors! Open the blast doors!,0.0,1.0,0.0,0.0
742,INT. DEATH STAR - HALLWAY LEADING TO MAIN FORWARD BAY,132,VADER,"I've been waiting for you, Obi-Wan. We meet again, at last. The circle is now complete.",0.0,1.0,0.0,0.0
743,INT. DEATH STAR - HALLWAY LEADING TO MAIN FORWARD BAY,132,VADER,"When I left you, I was but the learner; now I am the master.",0.0,1.0,0.0,0.0
744,INT. DEATH STAR - HALLWAY LEADING TO MAIN FORWARD BAY,132,BEN,"Only a master of evil, Darth.",0.524,0.476,0.0,-0.6597
745,INT. DEATH STAR - HALLWAY LEADING TO MAIN FORWARD BAY,132,VADER,"Your powers are weak, old man.",0.367,0.633,0.0,-0.4404
746,INT. DEATH STAR - HALLWAY LEADING TO MAIN FORWARD BAY,132,BEN,"You can't win, Darth. If you strike me down, I shall become more powerful than you can possibly imagine.",0.202,0.662,0.136,-0.1227
747,INT. DEATH STAR - MAIN FORWARD BAY,133,HAN,Didn't we just leave this party?,0.0,0.484,0.516,0.5062
748,INT. DEATH STAR - MAIN FORWARD BAY,133,HAN,What kept you?,0.0,1.0,0.0,0.0
749,INT. DEATH STAR - MAIN FORWARD BAY,133,LEIA,We ran into some old friends.,0.0,0.617,0.383,0.4767
750,INT. DEATH STAR - MAIN FORWARD BAY,133,LUKE,Is the ship all right?,0.0,1.0,0.0,0.0
751,INT. DEATH STAR - MAIN FORWARD BAY,133,HAN,"Seems okay, if we can get to it. Just hope the old man got the tractor beam out of commission.",0.0,0.789,0.211,0.5859
752,INT. DEATH STAR - HALLWAY,134,LUKE,Look!,0.0,1.0,0.0,0.0
753,INT. DEATH STAR - DOCKING BAY,135,THREEPIO,"Come on, Artoo, we're going!",0.0,1.0,0.0,0.0
754,INT. DEATH STAR - HALLWAY,136,HAN,Now's our chance! Go!,0.0,0.537,0.463,0.3786
755,INT. DEATH STAR - HALLWAY,136,LUKE,No!,1.0,0.0,0.0,-0.3595
756,INT. DEATH STAR - HALLWAY,136,HAN,(to Luke)Come on!,0.0,1.0,0.0,0.0
757,INT. DEATH STAR - HALLWAY,136,LEIA,"Come on! Luke, its too late!",0.0,1.0,0.0,0.0
758,INT. DEATH STAR - HALLWAY,136,HAN,Blast the door! Kid!,0.0,1.0,0.0,0.0
759,INT. DEATH STAR - HALLWAY,136,BEN'S VOICE,"Run, Luke! Run!",0.0,1.0,0.0,0.0
760,INT. MILLENNIUM FALCON - COCKPIT,137,HAN,"I hope the old man got that tractor beam out if commission, or this is going to be a real short trip. Okay, hit it!",0.0,0.805,0.195,0.6239
761,INT. MILLENNIUM FALCON - COCKPIT,140,HAN,(to Chewie)We're coming up on the sentry ships. Hold 'em off! Angle the deflector shields while I charge up the main guns!,0.0,1.0,0.0,0.0
762,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,141,LUKE,I can't believe he's gone.,0.0,1.0,0.0,0.0
763,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,141,LEIA,There wasn't anything you could have done.,0.0,1.0,0.0,0.0
764,INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,141,HAN,"(to Luke)Come on, buddy, we're not out of this yet!",0.0,1.0,0.0,0.0
765,INT. MILLENNIUM FALCON - SOLO'S GUNPORT,145,HAN,"(to Luke)You in, kid? Okay, stay sharp!",0.0,0.732,0.268,0.2942
766,INT. MILLENNIUM FALCON - COCKPIT.,149,LEIA,(into intercom)Here they come!,0.0,1.0,0.0,0.0
767,INT. MILLENNIUM FALCON - COCKPIT - POV (POINT OF VIEW) - ,149,SPACE,,0.0,0.0,0.0,0.0
768,INT. MILLENNIUM FALCON - GUNPORTS,156,LUKE,They're coming in too fast!,0.0,1.0,0.0,0.0
769,INT. MILLENNIUM FALCON - MAIN PASSAGEWAY,161,THREEPIO,Oooh!,0.0,1.0,0.0,0.0
770,INT. MILLENNIUM FALCON - COCKPIT - GUNPORTS,162,LEIA,We've lost lateral controls.,0.434,0.566,0.0,-0.3182
771,INT. MILLENNIUM FALCON - COCKPIT - GUNPORTS,162,HAN,"Don't worry, she'll hold together.",0.0,0.624,0.376,0.3412
772,INT. MILLENNIUM FALCON - COCKPIT - GUNPORTS,162,HAN,"(to ship)You hear me, baby? Hold together!",0.0,1.0,0.0,0.0
773,INT. MILLENNIUM FALCON - GUNPORTS,171,LUKE,Got him! I got him!,0.0,1.0,0.0,0.0
774,INT. MILLENNIUM FALCON - GUNPORTS,171,HAN,Great kid! Don't get cocky.,0.0,0.342,0.658,0.6968
775,INT. MILLENNIUM FALCON - COCKPIT,173,LEIA,There are still two more of them out there!,0.0,1.0,0.0,0.0
776,INT. MILLENNIUM FALCON - GUNPORT,179,LUKE,(laughing)That's it! We did it!,0.0,1.0,0.0,0.0
777,INT. MILLENNIUM FALCON - GUNPORT,179,LEIA,We did it!,0.0,1.0,0.0,0.0
778,INT. MILLENNIUM FALCON - PASSAGEWAY,180,THREEPIO,Help! I think I'm melting!(to Artoo)This is all your fault.,0.218,0.565,0.218,0.0
779,INT. DEATH STAR - CONTROL ROOM,182,TARKIN,Are they away?,0.0,1.0,0.0,0.0
780,INT. DEATH STAR - CONTROL ROOM,182,VADER,They have just made the jump into hyperspace.,0.0,1.0,0.0,0.0
781,INT. DEATH STAR - CONTROL ROOM,182,TARKIN,"You're sure the homing beacon is secure aboard their ship? I'm taking an awful risk, Vader. This had better work.",0.183,0.504,0.313,0.3818
782,INT. MILLENNIUM FALCON - COCKPIT,183,HAN,"Not a bad bit of rescuing, huh? You know, sometimes I even amaze myself.",0.206,0.588,0.206,0.0
783,INT. MILLENNIUM FALCON - COCKPIT,183,LEIA,"That doesn't sound too hard. Besides, they let us go. It's the only explanation for the ease of our escape.",0.0,0.756,0.244,0.5417
784,INT. MILLENNIUM FALCON - COCKPIT,183,HAN,Easy... you call that easy?,0.0,0.58,0.42,0.4404
785,INT. MILLENNIUM FALCON - COCKPIT,183,LEIA,Their tracking us!,0.0,1.0,0.0,0.0
786,INT. MILLENNIUM FALCON - COCKPIT,183,HAN,"Not this ship, sister.",0.0,1.0,0.0,0.0
787,INT. MILLENNIUM FALCON - COCKPIT,183,LEIA,At least the information in Artoo is still intact.,0.0,0.816,0.184,0.2023
788,INT. MILLENNIUM FALCON - COCKPIT,183,HAN,What's so important? What's he carrying?,0.0,0.671,0.329,0.3513
789,INT. MILLENNIUM FALCON - COCKPIT,183,LEIA,"The technical readouts of that battle station. I only hope that when the data is analyzed, a weakness can be found. It's not over yet!",0.199,0.699,0.101,-0.4199
790,INT. MILLENNIUM FALCON - COCKPIT,183,HAN,"It is for me, sister! Look, I ain't in this for your revolution, and I'm not in it for you, Princess. I expect to be well paid. I'm in it for the money!",0.0,0.918,0.082,0.3987
791,INT. MILLENNIUM FALCON - COCKPIT,183,LEIA,"You needn't worry about your reward. If money is all that you love, then that's what you'll receive!",0.0,0.586,0.414,0.8909
792,INT. MILLENNIUM FALCON - COCKPIT,183,LEIA,Your friend is quite a mercenary. I wonder if he really cares about anything... or anyone.,0.0,0.649,0.351,0.7574
793,INT. MILLENNIUM FALCON - COCKPIT,183,LUKE,I care!,0.0,0.0,1.0,0.5411
794,INT. MILLENNIUM FALCON - COCKPIT,183,LUKE,"So... what do you think of her, Han?",0.0,1.0,0.0,0.0
795,INT. MILLENNIUM FALCON - COCKPIT,183,HAN,"I'm trying not to, kid!",0.0,1.0,0.0,0.0
796,INT. MILLENNIUM FALCON - COCKPIT,183,LUKE,(under his breath)Good...,0.0,1.0,0.0,0.0
797,INT. MILLENNIUM FALCON - COCKPIT,183,HAN,"Still, she's got a lot of spirit. I don't know, what do you think? Do you think a princess and a guy like me...",0.0,0.811,0.189,0.4939
798,INT. MILLENNIUM FALCON - COCKPIT,183,LUKE,No!,1.0,0.0,0.0,-0.3595
799,INT. MASSASSI - MAIN HANGAR DECK,188,WILLARD,(holding Leia)You're safe! We had feared the worst.,0.49,0.323,0.187,-0.69
800,INT. MASSASSI - MAIN HANGAR DECK,188,WILLARD,"When we heard about Alderaan, we were afraid that you were... lost along with your father.",0.133,0.867,0.0,-0.3182
801,INT. MASSASSI - MAIN HANGAR DECK,188,LEIA,"We don't have time for our sorrows, Commander. The battle station has surely tracked us here.(looking pointedly to Han)It's the only explanation for the ease of our escape. You must use the information in this R2 unit to plan the attack. It is our only hope.",0.145,0.681,0.175,0.1779
802,INT. DEATH STAR - CONTROL ROOM,190,TARKIN,Yes.,0.0,0.0,1.0,0.4019
803,INT. DEATH STAR - CONTROL ROOM,190,DEATH STAR INTERCOM VOICE,,0.0,0.0,0.0,0.0
804,INT. MASSASSI - WAR ROOM BRIEFING AREA,192,DODONNA,The battle station is heavily shielded and carries a firepower greater than half the star fleet. It's defenses are designed around a direct large-scale assault. A small one-man fighter should be able to penetrate the outer defense.,0.153,0.671,0.175,-0.2732
805,INT. MASSASSI - WAR ROOM BRIEFING AREA,192,GOLD LEADER,"Pardon me for asking, sir, but what good are snub fighters going to be against that?",0.222,0.533,0.244,0.128
806,INT. MASSASSI - WAR ROOM BRIEFING AREA,192,DODONNA,"Well, the Empire doesn't consider a small one-man fighter to be any threat, or they'd have a tighter defense. An analysis of the plans provided by Princess Leia has demonstrated a weakness in the battle station.",0.215,0.659,0.127,-0.6808
807,INT. MASSASSI - WAR ROOM BRIEFING AREA,192,DODONNA,"The approach will not be easy. You are required to maneuver straight down this trench and skim the surface to this point. The target area is only two meters wide. It's a small thermal exhaust port, right below the main port. The shaft leads directly to the reactor system. A precise hit will start a chain reaction which should destroy the station.",0.125,0.846,0.029,-0.7356
808,INT. MASSASSI - WAR ROOM BRIEFING AREA,192,DODONNA,"Only a precise hit will set up a chain reaction. The shaft is ray-shielded, so you'll have to use proton torpedoes.",0.0,1.0,0.0,0.0
809,INT. MASSASSI - WAR ROOM BRIEFING AREA,192,WEDGE,"That's impossible, even for a computer.",0.0,1.0,0.0,0.0
810,INT. MASSASSI - WAR ROOM BRIEFING AREA,192,LUKE,It's not impossible. I used to bull's-eye womp rats in my T-sixteen back home. They're not much bigger than two meters.,0.0,1.0,0.0,0.0
811,INT. MASSASSI - WAR ROOM BRIEFING AREA,192,DODONNA,Man your ships! And may the Force be with you!,0.0,1.0,0.0,0.0
812,INT. DEATH STAR,194,DEATH STAR INTERCOM VOICE,,0.0,0.0,0.0,0.0
813,INT. DEATH STAR,194,VADER,This will be a day long remembered. It has seen the end of Kenobi and it will soon see the end of the Rebellion.,0.064,0.936,0.0,-0.128
814,INT. MASSASSI OUTPOST - MAIN HANGAR DECK,195,MAN'S VOICE,"(over loudspeaker)All flight trooper, man your stations. All flight troops, man your stations.",0.0,1.0,0.0,0.0
815,INT. MASSASSI OUTPOST - MAIN HANGAR DECK,195,LUKE,So... you got your reward and you're just leaving then?,0.0,0.709,0.291,0.5719
816,INT. MASSASSI OUTPOST - MAIN HANGAR DECK,195,HAN,"That's right, yeah! I got some old debts I've got to pay off with this stuff. Even if I didn't, you don't think I'd be fool enough to stick around here, do you? Why don't you come with us? You're pretty good in a fight. I could use you.",0.126,0.711,0.163,0.4682
817,INT. MASSASSI OUTPOST - MAIN HANGAR DECK,195,LUKE,"(getting angry)Come on! Why don't you take a look around? You know what's about to happen, what they're up against. They could use a good pilot like you. You're turning your back on them.",0.0,0.841,0.159,0.69
818,INT. MASSASSI OUTPOST - MAIN HANGAR DECK,195,HAN,"What good's a reward if you ain't around to use it? Besides, attacking that battle station ain't my idea of courage. It's more like suicide.",0.273,0.473,0.255,-0.1742
819,INT. MASSASSI OUTPOST - MAIN HANGAR DECK,195,LUKE,"All right. Well, take care of yourself, Han. I guess that's what you're best at, isn't it?",0.0,0.578,0.422,0.8591
820,INT. MASSASSI OUTPOST - MAIN HANGAR DECK,195,HAN,"Hey, Luke... may the Force be with you!",0.0,1.0,0.0,0.0
821,INT. MASSASSI OUTPOST - MAIN HANGAR DECK,195,HAN,What're you lookin' at? I know what I'm doing.,0.0,1.0,0.0,0.0
822,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,LEIA,What's wrong?,0.756,0.244,0.0,-0.4767
823,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,LUKE,"Oh, it's Han! I don't know, I really thought he'd change his mind.",0.0,1.0,0.0,0.0
824,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,LEIA,He's got to follow his own path. No one can choose it for him.,0.145,0.855,0.0,-0.296
825,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,LUKE,I only wish Ben were here.,0.0,0.597,0.403,0.4019
826,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,BIGGS,Luke! I don't believe it! How'd you get here... are you going out with us?!,0.0,1.0,0.0,0.0
827,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,LUKE,"Biggs! Of course, I'll be up there with you! Listen, have I got some stories to tell...",0.0,1.0,0.0,0.0
828,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,RED LEADER,Are you... Luke Skywalker? Have you been checked out on the Incom T-sixty-five?,0.0,1.0,0.0,0.0
829,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,BIGGS,"Sir, Luke is the best bushpilot in the outer rim territories.",0.0,0.704,0.296,0.6369
830,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,RED LEADER,"I met your father once when I was just a boy, he was a great pilot. You'll do all right. If you've got half of your father's skill, you'll do better than all right.",0.0,0.8,0.2,0.7906
831,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,LUKE,"Thank you, sir. I'll try.",0.0,0.615,0.385,0.3612
832,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,BIGGS,"I've got to get aboard. Listen, you'll tell me your stories when we come back. All right?",0.0,0.936,0.064,0.0258
833,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,LUKE,"I told you I'd make it someday, Biggs.",0.0,1.0,0.0,0.0
834,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,BIGGS,"(going off)You did, all right. It's going to be like old times, Luke. We're a couple of shooting stars that'll never be stopped!",0.0,0.818,0.182,0.5358
835,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,CHIEF,This R2 unit of your seems a bit beat up. Do you want a new one?,0.0,0.909,0.091,0.0772
836,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,LUKE,"Not on your life! That little droid and I have been through a lot together.(to Artoo)You okay, Artoo?",0.0,0.872,0.128,0.2942
837,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,CHIEF,"Okay, easy she goes!",0.0,0.282,0.718,0.6239
838,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,THREEPIO,"Hang on tight,Artoo, you've got to come back.",0.0,1.0,0.0,0.0
839,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,THREEPIO,"You wouldn't want my life to get boring, would you?",0.306,0.694,0.0,-0.3658
840,INT. MAIN HANGAR DECK - LUKE'S SHIP,196,BEN'S VOICE,"Luke, the Force will be with you.",0.0,1.0,0.0,0.0
841,INT. MASSASSI OUTPOST - WAR ROOM,198,MASSASSI INTERCOM VOICE,"Stand-by alert. Death Star approaching. Estimated time to firing range, fifteen minutes.",0.36,0.514,0.126,-0.6249
842,INT. RED LEADER STARSHIP - COCKPIT,201,RED LEADER,All wings report in.,0.0,1.0,0.0,0.0
843,INT. ANOTHER COCKPIT,202,RED TEN,Red Ten standing by.,0.0,1.0,0.0,0.0
844,INT. BIGGS' COCKPIT,203,RED SEVEN,(over Biggs' headset)Red Seven standing by.,0.0,1.0,0.0,0.0
845,INT. BIGGS' COCKPIT,203,BIGGS,Red Three standing by.,0.0,1.0,0.0,0.0
846,INT. PORKINS' COCKPIT,204,PORKINS,Red Six standing by.,0.0,1.0,0.0,0.0
847,INT. PORKINS' COCKPIT,204,RED NINE,(over headset)Red Nine standing by.,0.0,1.0,0.0,0.0
848,INT. WEDGE'S FIGHTER - COCKPIT,205,WEDGE,Red Two standing by.,0.0,1.0,0.0,0.0
849,INT. LUKE'S X-WING FIGHTER - COCKPIT,206,RED ELEVEN,(over headset)Red Eleven standing by.,0.0,1.0,0.0,0.0
850,INT. LUKE'S X-WING FIGHTER - COCKPIT,206,LUKE,Red Five standing by.,0.0,1.0,0.0,0.0
851,INT. RED LEADER'S FIGHTER - COCKPIT,208,RED LEADER,Lock S-foils in attack position.,0.437,0.563,0.0,-0.4767
852,INT. BIGGS' COCKPIT,210,READ LEADER,(over headset)We're passing through their magnetic field.,0.0,1.0,0.0,0.0
853,INT. RED LEADER'S COCKPIT,211,RED LEADER,Hold tight!,0.0,1.0,0.0,0.0
854,INT. LUKE'S X-WING FIGHTER - COCKPIT,212,RED LEADER,(over headset)Switch your deflectors on.,0.0,1.0,0.0,0.0
855,INT. ANOTHER COCKPIT,213,RED LEADER,(over headset)Double front!,0.0,1.0,0.0,0.0
856,INT. WEDGE'S COCKPIT,215,WEDGE,Look at the size of that thing!,0.0,1.0,0.0,0.0
857,INT. WEDGE'S COCKPIT,215,RED LEADER,"(over headset)Cut the chatter, Red Two.",0.0,1.0,0.0,0.0
858,INT. RED LEADER'S COCKPIT,216,RED LEADER,"Accelerate to attack speed. This is it, boys!",0.326,0.674,0.0,-0.5255
859,INT. GOLD LEADER'S COCKPIT,218,GOLD LEADER,"Red Leader, this is Gold Leader.",0.0,1.0,0.0,0.0
860,INT. GOLD LEADER'S COCKPIT,218,RED LEADER,"(over headset)I copy, Gold Leader.",0.0,1.0,0.0,0.0
861,INT. GOLD LEADER'S COCKPIT,218,GOLD LEADER,We're starting for the target shaft now.,0.0,1.0,0.0,0.0
862,INT. RED LEADER'S COCKPIT,219,RED LEADER,We're in position. I'm going to cut across the axis and try and draw their fire.,0.243,0.757,0.0,-0.5423
863,INT. MASSASSI OUTPOST - WAR ROOM,223,WEDGE,"(over war room speaker system)Heavy fire, boss! Twenty-degrees.",0.524,0.476,0.0,-0.7644
864,INT. MASSASSI OUTPOST - WAR ROOM,223,RED LEADER,(over speaker)I see it. Stay low.,0.296,0.704,0.0,-0.2732
865,INT. LUKE'S X-WING FIGHTER - COCKPIT,228,LUKE,This is Red Five; I'm going in!,0.0,1.0,0.0,0.0
866,INT. LUKE'S X-WING FIGHTER - COCKPIT,230,BIGGS,"(over headset)Luke, pull up!",0.0,1.0,0.0,0.0
867,INT. BIGGS' COCKPIT,232,BIGGS,Are you all right?,0.0,1.0,0.0,0.0
868,INT. LUKE'S X-WING FIGHTER - COCKPIT,233,LUKE,"I got a little cooked, but I'm okay.",0.0,0.68,0.32,0.3291
869,INT. DEATH STAR,235,ASTRO-OFFICER,"We count thirty Rebel ships, Lord Vader. But they're so small they're evading our turbo-lasers!",0.119,0.881,0.0,-0.2244
870,INT. DEATH STAR,235,VADER,We'll have to destroy them ship to ship. Get the crews to their fighters.,0.281,0.719,0.0,-0.5719
871,INT. READ LEADER'S X-WING FIGHTER - COCKPIT - TRAVELING,236,RED LEADER,"Luke, let me know when you're going in.",0.0,1.0,0.0,0.0
872,INT. LUKE'S X-WING - COCKPIT - TRAVELING,237,LUKE,I'm on my way in now...,0.0,1.0,0.0,0.0
873,INT. LUKE'S X-WING - COCKPIT - TRAVELING,237,RED LEADER,Watch yourself! There's a lot of fire coming from the right side of that deflection tower.,0.161,0.839,0.0,-0.4003
874,INT. LUKE'S X-WING - COCKPIT - TRAVELING,237,LUKE,I'm on it.,0.0,1.0,0.0,0.0
875,INT. MASSASSI OUTPOST - WAR ROOM,245,CONTROL OFFICER,"Squad leaders, we've picked up a new group of signals. Enemy fighters coming your way.",0.281,0.719,0.0,-0.5719
876,INT. LUKE'S X-WING - COCKPIT - TRAVELING,246,LUKE,My scope's negative. I don't see anything.,0.425,0.575,0.0,-0.5719
877,INT. RED LEADER'S X-WING - COCKPIT - TRAVELING,247,RED LEADER,"Keep up your visual scanning. With all this jamming, they'll be on top of you before your scope can pick them up.",0.0,0.921,0.079,0.2023
878,INT. RED LEADER'S COCKPIT,250,RED LEADER,Biggs! You've picked one up... watch it!,0.0,1.0,0.0,0.0
879,INT. RED LEADER'S COCKPIT,250,BIGGS,I can't see it! Where is he?!,0.0,1.0,0.0,0.0
880,INT. BIGGS' COCKPIT - TRAVELING,252,BIGGS,"He's on me tight, I can't shake him... I can't shake him.",0.0,0.725,0.275,0.2584
881,INT. X-WING FIGHTER - COCKPIT - TRAVELING,254,LUKE,"Hang on, Biggs, I'm coming in.",0.0,1.0,0.0,0.0
882,INT. LUKE'S X-WING FIGHTER - COCKPIT - TRAVELING,257,LUKE,Got him!,0.0,1.0,0.0,0.0
883,INT. DEATH STAR,258,VADER,Several fighters have broken off from the main group. Come with me!,0.315,0.685,0.0,-0.5562
884,INT. MASSASSI OUTPOST - WAR ROOM,259,BIGGS,(over speaker)Pull in! Luke... pull in!,0.0,1.0,0.0,0.0
885,INT. MASSASSI OUTPOST - WAR ROOM,259,WEDGE,"(over speaker)Watch your back, Luke!",0.0,1.0,0.0,0.0
886,INT. LUKE'S X-WING FIGHTER - COCKPIT,260,WEDGE,"(over headset)Watch your back! Fighter's above you, coming in!",0.0,1.0,0.0,0.0
887,INT. LUKE'S X-WING FIGHTER - COCKPIT,264,LUKE,"I'm hit, but not bad.",0.0,0.514,0.486,0.5824
888,EXT. LUKE'S X-WING FIGHTER,265,LUKE'S VOICE,"Artoo, see what you can do with it. Hang on back there.",0.0,1.0,0.0,0.0
889,INT. LUKE'S X-WING - COCKPIT,266,RED LEADER,(over headset)Red Six...,0.0,1.0,0.0,0.0
890,INT. MASSASSI OUTPOST - WAR ROOM,267,RED LEADER,(over speaker)Can you see Red Five?,0.0,1.0,0.0,0.0
891,INT. MASSASSI OUTPOST - WAR ROOM,267,RED TEN,"(over speaker)There's a heavy fire zone on this side. Red Five, where are you?",0.167,0.833,0.0,-0.34
892,INT. LUKE'S X-WING - COCKPIT,268,LUKE,I can't shake him!,0.0,0.525,0.475,0.2047
893,INT. WEDGE'S COCKPIT,270,WEDGE,"I'm on him, Luke!",0.0,1.0,0.0,0.0
894,INT. LUKE'S X-WING - COCKPIT,271,WEDGE,(over headset)Hold on!,0.0,1.0,0.0,0.0
895,INT. LUKE'S X-WING - COCKPIT,274,LUKE,Blast it! Wedge where are you?,0.0,1.0,0.0,0.0
896,INT. LUKE'S X-WING - COCKPIT,277,LUKE,"Thanks, Wedge.",0.0,0.256,0.744,0.4404
897,INT. MASSASSI OUTPOST - WAR ROOM,278,BIGGS,"(over speaker)Good shooting, Wedge!",0.0,1.0,0.0,0.0
898,INT. MASSASSI OUTPOST - WAR ROOM,278,GOLD LEADER,(over speaker)Red Leader...,0.0,1.0,0.0,0.0
899,INT. GOLD LEADER'S Y-WING - COCKPIT,279,GOLD LEADER,This is Gold Leader. We're starting out attack run.,0.279,0.721,0.0,-0.4767
900,INT. MASSASSI OUTPOST - WAR ROOM,281,RED LEADER,"(over speaker)I copy, Gold Leader. Move into position.",0.0,1.0,0.0,0.0
901,INT. DARTH VADER'S COCKPIT,283,VADER,Stay in attack formation!,0.531,0.469,0.0,-0.5255
902,INT. MASSASSI OUTPOST - WAR ROOM,284,GOLD LEADER,(over speaker)The exhaust post is...,0.355,0.645,0.0,-0.296
903,INT. GOLD LEADER'S Y-WING - COCKPIT,285,GOLD LEADER,...marked and locked in!,0.0,1.0,0.0,0.0
904,INT. GOLD LEADER'S Y-WING - COCKPIT,288,GOLD LEADER,Switch power to front deflector screens.,0.0,1.0,0.0,0.0
905,INT. GOLD LEADER'S Y-WING - COCKPIT,291,GOLD LEADER,"How many guns do you think, Gold Five.",0.0,1.0,0.0,0.0
906,INT. MASSASSI OUTPOST - WAR ROOM,292,GOLD FIVE,"(over speaker)I'd say about twenty guns. Some on the surface, some on the towers.",0.0,1.0,0.0,0.0
907,INT. MASSASSI OUTPOST - WAR ROOM,292,MASSASSI INTERCOM VOICE,(over speaker)Death Star will be in range in five minutes.,0.0,1.0,0.0,0.0
908,INT. GOLD LEADER'S Y-WING - COCKPIT,294,GOLD LEADER,Switching to targeting computer.,0.0,1.0,0.0,0.0
909,INT. GOLD TWO'S Y-WING - COCKPIT,295,GOLD TWO,Computer's locked. Getting a signal.,0.0,1.0,0.0,0.0
910,INT. GOLD TWO'S Y-WING - COCKPIT,295,GOLD TWO,The guns... they've stopped!,0.422,0.578,0.0,-0.2942
911,EXT. GOLD FIVE'S COCKPIT,296,GOLD FIVE,Stabilize your read deflectors. Watch for enemy fighters.,0.439,0.561,0.0,-0.5719
912,INT. GOLD LEADER'S Y-WING - COCKPIT,297,GOLD LEADER,They've coming in! Three marks at two ten.,0.0,1.0,0.0,0.0
913,INT. DARTH VADER'S COCKPIT,299,VADER,I'll take them myself! Cover me!,0.0,1.0,0.0,0.0
914,INT. DARTH VADER'S COCKPIT,299,WINGMAN'S VOICE,"(over speaker)Yes, sir.",0.0,1.0,0.0,0.0
915,INT. GOLD LEADER'S Y-WING - COCKPIT,306,GOLD LEADER,(into mike)I can't maneuver!,0.0,1.0,0.0,0.0
916,INT. GOLD FIVE'S Y-WING - COCKPIT,307,GOLD FIVE,Stay on target.,0.0,1.0,0.0,0.0
917,INT. GOLD LEADER'S Y-WING - COCKPIT,308,GOLD LEADER,We're too close.,0.0,1.0,0.0,0.0
918,INT. GOLD FIVE'S Y-WING - COCKPIT,309,GOLD FIVE,Stay on target!,0.0,1.0,0.0,0.0
919,INT. GOLD LEADER'S Y-WING - COCKPIT,310,GOLD LEADER,Loosen up!,0.0,1.0,0.0,0.0
920,INT. GOLD FIVE'S Y-WING - COCKPIT,314,GOLD FIVE,Gold Five to Red Leader...,0.0,1.0,0.0,0.0
921,INT. LUKE'S X-WING FIGHTER - COCKPIT,315,GOLD FIVE,"(over headset)Lost Tiree, lost Dutch.",0.365,0.635,0.0,-0.3182
922,INT. RED LEADER'S COCKPIT,316,RED LEADER,"I copy, Gold Five.",0.0,1.0,0.0,0.0
923,INT. GOLD FIVE'S Y-WING - COCKPIT,317,GOLD FIVE,They came from behind...,0.0,1.0,0.0,0.0
